Frequencies,Input,Output
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.34
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.27
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.34
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.41
2600,2.36,2.35
2600,2.32,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.27
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.37,2.35
2600,2.33,2.26
2600,2.27,2.43
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.34
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.34
2600,2.33,2.25
2600,2.27,2.41
2600,2.36,2.35
2600,2.33,2.27
2600,2.27,2.42
2600,2.36,2.34
2600,2.33,2.26
2600,2.27,2.41
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.37,2.35
2600,2.33,2.26
2600,2.28,2.42
2600,2.36,2.34
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.41
2600,2.36,2.34
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.25
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.34
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.27
2600,2.27,2.43
2600,2.36,2.35
2600,2.33,2.27
2600,2.28,2.43
2600,2.36,2.35
2600,2.33,2.27
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.27
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.41
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2600,2.36,2.35
2600,2.33,2.26
2600,2.27,2.42
2700,2.28,2.45
2700,2.33,2.46
2700,2.36,2.36
2700,2.39,2.33
2700,2.42,2.30
2700,2.41,2.34
2700,2.43,2.28
2700,2.34,2.37
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.32
2700,2.34,2.27
2700,2.29,2.40
2700,2.33,2.45
2700,2.37,2.35
2700,2.41,2.29
2700,2.34,2.38
2700,2.28,2.42
2700,2.34,2.46
2700,2.39,2.33
2700,2.35,2.28
2700,2.31,2.39
2700,2.27,2.44
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.45
2700,2.38,2.34
2700,2.42,2.28
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.39
2700,2.32,2.45
2700,2.37,2.34
2700,2.41,2.28
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.47
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.27,2.44
2700,2.35,2.36
2700,2.39,2.31
2700,2.34,2.25
2700,2.29,2.41
2700,2.34,2.46
2700,2.38,2.33
2700,2.42,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.48
2700,2.39,2.32
2700,2.34,2.27
2700,2.29,2.39
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.30
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.46
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.40
2700,2.33,2.46
2700,2.38,2.33
2700,2.42,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.35,2.48
2700,2.39,2.32
2700,2.34,2.27
2700,2.30,2.39
2700,2.33,2.44
2700,2.38,2.35
2700,2.42,2.29
2700,2.34,2.38
2700,2.28,2.42
2700,2.34,2.46
2700,2.38,2.33
2700,2.34,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.32
2700,2.42,2.28
2700,2.34,2.38
2700,2.28,2.43
2700,2.34,2.47
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.35
2700,2.42,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.33,2.46
2700,2.38,2.32
2700,2.35,2.28
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.48
2700,2.39,2.31
2700,2.34,2.27
2700,2.29,2.39
2700,2.33,2.45
2700,2.37,2.35
2700,2.42,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.47
2700,2.39,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.33,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.27
2700,2.30,2.39
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.29,2.42
2700,2.34,2.47
2700,2.39,2.32
2700,2.35,2.27
2700,2.31,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.25
2700,2.29,2.40
2700,2.34,2.45
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.27
2700,2.29,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.46
2700,2.39,2.32
2700,2.35,2.27
2700,2.31,2.39
2700,2.26,2.43
2700,2.35,2.36
2700,2.40,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.34,2.46
2700,2.38,2.33
2700,2.42,2.29
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.48
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.32,2.44
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.46
2700,2.39,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.46
2700,2.38,2.34
2700,2.42,2.29
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.32
2700,2.35,2.26
2700,2.30,2.39
2700,2.33,2.45
2700,2.37,2.35
2700,2.42,2.29
2700,2.34,2.38
2700,2.29,2.42
2700,2.34,2.47
2700,2.38,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.25
2700,2.29,2.40
2700,2.33,2.45
2700,2.38,2.34
2700,2.41,2.28
2700,2.34,2.38
2700,2.28,2.43
2700,2.34,2.48
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.40
2700,2.33,2.44
2700,2.37,2.34
2700,2.41,2.30
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.47
2700,2.38,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.45
2700,2.38,2.34
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.35,2.27
2700,2.30,2.40
2700,2.33,2.46
2700,2.37,2.34
2700,2.42,2.30
2700,2.35,2.38
2700,2.28,2.42
2700,2.34,2.47
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.41
2700,2.33,2.45
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.48
2700,2.39,2.32
2700,2.34,2.26
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.46
2700,2.38,2.33
2700,2.35,2.27
2700,2.31,2.39
2700,2.27,2.44
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.29
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.48
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.39
2700,2.33,2.44
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.29,2.41
2700,2.34,2.47
2700,2.38,2.32
2700,2.35,2.28
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.34
2700,2.41,2.29
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.27
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.47
2700,2.39,2.32
2700,2.35,2.28
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.41
2700,2.34,2.45
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.28,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.35,2.26
2700,2.30,2.39
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.47
2700,2.38,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.35
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.46
2700,2.38,2.34
2700,2.41,2.29
2700,2.33,2.38
2700,2.28,2.44
2700,2.34,2.48
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.42,2.29
2700,2.35,2.37
2700,2.28,2.42
2700,2.34,2.46
2700,2.39,2.32
2700,2.35,2.28
2700,2.30,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.35,2.26
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.30
2700,2.34,2.37
2700,2.29,2.42
2700,2.34,2.46
2700,2.39,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.45
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.29,2.41
2700,2.34,2.46
2700,2.39,2.33
2700,2.35,2.28
2700,2.31,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.26
2700,2.28,2.41
2700,2.33,2.45
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.27
2700,2.30,2.40
2700,2.33,2.44
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.33,2.47
2700,2.38,2.33
2700,2.35,2.28
2700,2.30,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.41
2700,2.33,2.45
2700,2.38,2.34
2700,2.41,2.28
2700,2.33,2.38
2700,2.27,2.43
2700,2.34,2.46
2700,2.39,2.32
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.45
2700,2.37,2.35
2700,2.41,2.30
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.45
2700,2.38,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.41
2700,2.34,2.46
2700,2.38,2.33
2700,2.42,2.28
2700,2.34,2.38
2700,2.28,2.43
2700,2.34,2.48
2700,2.39,2.32
2700,2.34,2.26
2700,2.30,2.39
2700,2.33,2.45
2700,2.37,2.35
2700,2.41,2.30
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.47
2700,2.39,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.35
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.48
2700,2.39,2.32
2700,2.34,2.27
2700,2.29,2.39
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.30
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.47
2700,2.38,2.32
2700,2.35,2.27
2700,2.30,2.38
2700,2.26,2.44
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.45
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.35
2700,2.42,2.30
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.46
2700,2.39,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.37,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.32
2700,2.34,2.26
2700,2.30,2.40
2700,2.33,2.44
2700,2.37,2.35
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.46
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.27,2.43
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.46
2700,2.37,2.34
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.39
2700,2.33,2.44
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.41
2700,2.33,2.47
2700,2.38,2.32
2700,2.35,2.28
2700,2.31,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.40,2.31
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.35,2.27
2700,2.30,2.39
2700,2.33,2.44
2700,2.37,2.34
2700,2.41,2.30
2700,2.34,2.36
2700,2.28,2.42
2700,2.33,2.46
2700,2.38,2.32
2700,2.35,2.28
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.35
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.34
2700,2.42,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.44
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.46
2700,2.38,2.32
2700,2.35,2.28
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.34
2700,2.42,2.28
2700,2.34,2.38
2700,2.28,2.43
2700,2.35,2.47
2700,2.39,2.31
2700,2.35,2.26
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.30
2700,2.34,2.37
2700,2.28,2.42
2700,2.33,2.46
2700,2.38,2.32
2700,2.35,2.28
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.37,2.32
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.32
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.45
2700,2.37,2.35
2700,2.41,2.29
2700,2.34,2.37
2700,2.29,2.42
2700,2.34,2.46
2700,2.39,2.33
2700,2.35,2.28
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.26
2700,2.28,2.40
2700,2.33,2.46
2700,2.38,2.34
2700,2.41,2.27
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.27
2700,2.30,2.39
2700,2.33,2.45
2700,2.38,2.34
2700,2.42,2.29
2700,2.35,2.38
2700,2.29,2.42
2700,2.34,2.46
2700,2.39,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.28,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.27
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.42,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.47
2700,2.39,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.40,2.30
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.45
2700,2.38,2.33
2700,2.42,2.29
2700,2.34,2.37
2700,2.28,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.26
2700,2.30,2.40
2700,2.33,2.44
2700,2.37,2.35
2700,2.42,2.30
2700,2.34,2.37
2700,2.28,2.42
2700,2.33,2.46
2700,2.38,2.32
2700,2.35,2.27
2700,2.30,2.38
2700,2.27,2.44
2700,2.34,2.37
2700,2.40,2.31
2700,2.34,2.26
2700,2.30,2.40
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.29
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.35,2.26
2700,2.30,2.39
2700,2.33,2.45
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.47
2700,2.39,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.36
2700,2.40,2.30
2700,2.34,2.25
2700,2.29,2.40
2700,2.33,2.46
2700,2.38,2.34
2700,2.42,2.29
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.48
2700,2.39,2.32
2700,2.34,2.27
2700,2.30,2.39
2700,2.33,2.45
2700,2.37,2.35
2700,2.42,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.47
2700,2.38,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.27,2.44
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.34
2700,2.41,2.28
2700,2.34,2.37
2700,2.28,2.43
2700,2.35,2.48
2700,2.39,2.32
2700,2.35,2.26
2700,2.30,2.39
2700,2.33,2.45
2700,2.38,2.35
2700,2.42,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.46
2700,2.38,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.45
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.45
2700,2.37,2.35
2700,2.41,2.30
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.46
2700,2.38,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.48
2700,2.39,2.32
2700,2.34,2.27
2700,2.29,2.39
2700,2.33,2.44
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.47
2700,2.39,2.33
2700,2.35,2.28
2700,2.30,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.47
2700,2.39,2.32
2700,2.34,2.26
2700,2.29,2.39
2700,2.33,2.44
2700,2.37,2.34
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.33,2.46
2700,2.38,2.33
2700,2.35,2.28
2700,2.31,2.39
2700,2.27,2.44
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.25
2700,2.29,2.41
2700,2.33,2.46
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.37
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.34,2.27
2700,2.29,2.40
2700,2.33,2.44
2700,2.37,2.35
2700,2.41,2.29
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.46
2700,2.38,2.32
2700,2.35,2.28
2700,2.31,2.39
2700,2.27,2.44
2700,2.34,2.35
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.34,2.46
2700,2.38,2.34
2700,2.42,2.29
2700,2.34,2.38
2700,2.28,2.43
2700,2.34,2.47
2700,2.39,2.31
2700,2.35,2.27
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.34
2700,2.42,2.29
2700,2.34,2.37
2700,2.28,2.42
2700,2.34,2.46
2700,2.38,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.36
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.45
2700,2.38,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.35,2.47
2700,2.39,2.31
2700,2.35,2.27
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.35
2700,2.41,2.30
2700,2.34,2.38
2700,2.28,2.41
2700,2.34,2.47
2700,2.38,2.32
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.43
2700,2.34,2.35
2700,2.39,2.30
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.46
2700,2.37,2.33
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.42
2700,2.34,2.47
2700,2.39,2.31
2700,2.35,2.26
2700,2.30,2.40
2700,2.33,2.45
2700,2.37,2.35
2700,2.42,2.30
2700,2.34,2.37
2700,2.28,2.41
2700,2.34,2.46
2700,2.39,2.33
2700,2.35,2.27
2700,2.30,2.39
2700,2.26,2.44
2700,2.34,2.36
2700,2.39,2.31
2700,2.34,2.26
2700,2.29,2.40
2700,2.33,2.45
2700,2.38,2.34
2700,2.41,2.28
2700,2.34,2.38
2700,2.27,2.43
2700,2.34,2.48
2700,2.39,2.31
2800,2.22,2.43
2800,2.33,2.35
2800,2.33,2.28
2800,2.28,2.41
2800,2.35,2.35
2800,2.31,2.40
2800,2.32,2.28
2800,2.37,2.34
2800,2.28,2.44
2800,2.28,2.38
2800,2.38,2.28
2800,2.39,2.35
2800,2.29,2.44
2800,2.29,2.38
2800,2.39,2.30
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.26
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.41
2800,2.31,2.26
2800,2.39,2.32
2800,2.37,2.46
2800,2.30,2.41
2800,2.32,2.27
2800,2.38,2.33
2800,2.37,2.46
2800,2.31,2.40
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.33,2.28
2800,2.37,2.34
2800,2.28,2.44
2800,2.28,2.38
2800,2.38,2.28
2800,2.39,2.34
2800,2.29,2.44
2800,2.29,2.37
2800,2.39,2.30
2800,2.38,2.35
2800,2.28,2.43
2800,2.30,2.26
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.43
2800,2.30,2.25
2800,2.39,2.32
2800,2.38,2.47
2800,2.30,2.41
2800,2.31,2.27
2800,2.38,2.32
2800,2.37,2.45
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.45
2800,2.31,2.39
2800,2.39,2.28
2800,2.39,2.34
2800,2.30,2.44
2800,2.29,2.38
2800,2.39,2.29
2800,2.39,2.35
2800,2.28,2.42
2800,2.29,2.38
2800,2.39,2.30
2800,2.38,2.37
2800,2.29,2.43
2800,2.30,2.26
2800,2.39,2.31
2800,2.39,2.48
2800,2.30,2.42
2800,2.31,2.26
2800,2.39,2.31
2800,2.37,2.46
2800,2.29,2.42
2800,2.31,2.27
2800,2.38,2.33
2800,2.37,2.45
2800,2.30,2.41
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.44
2800,2.30,2.39
2800,2.32,2.27
2800,2.38,2.34
2800,2.29,2.44
2800,2.28,2.39
2800,2.38,2.29
2800,2.39,2.35
2800,2.29,2.43
2800,2.29,2.38
2800,2.39,2.30
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.38
2800,2.39,2.30
2800,2.38,2.48
2800,2.29,2.43
2800,2.31,2.25
2800,2.39,2.31
2800,2.38,2.48
2800,2.29,2.41
2800,2.30,2.26
2800,2.38,2.31
2800,2.37,2.46
2800,2.30,2.41
2800,2.31,2.26
2800,2.38,2.33
2800,2.36,2.45
2800,2.30,2.40
2800,2.33,2.28
2800,2.38,2.34
2800,2.36,2.44
2800,2.30,2.39
2800,2.32,2.28
2800,2.37,2.34
2800,2.28,2.44
2800,2.28,2.39
2800,2.38,2.29
2800,2.39,2.35
2800,2.29,2.44
2800,2.29,2.37
2800,2.39,2.30
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.25
2800,2.39,2.30
2800,2.38,2.48
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.32
2800,2.38,2.47
2800,2.29,2.41
2800,2.31,2.27
2800,2.38,2.32
2800,2.37,2.46
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.37,2.33
2800,2.35,2.44
2800,2.30,2.39
2800,2.39,2.28
2800,2.39,2.34
2800,2.30,2.44
2800,2.29,2.38
